serie,country,value,year
"People using at least basic drinking water services, rural (% of rural population)",Democratic Republic of the Congo,14.1491352407059,2021
"People using at least basic drinking water services, rural (% of rural population)",Congo.,45.7244131772314,2021
"People using at least basic drinking water services, rural (% of rural population)",Costa Rica,99.64625,2021
"People using at least basic drinking water services, rural (% of rural population)",Côte d'Ivoire,57.9470957088428,2021
"People using at least basic drinking water services, rural (% of rural population)",Cuba,91.2801006627909,2021
"People using at least basic drinking water services, rural (% of rural population)",Cyprus,99.8457617163815,2021
"People using at least basic drinking water services, rural (% of rural population)",Czechia,99.8175993035151,2021
"People using at least basic drinking water services, rural (% of rural population)",Denmark,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Djibouti,47.2807329318761,2021
"People using at least basic drinking water services, rural (% of rural population)",Dominican Republic,91.2933217386052,2021
"People using at least basic drinking water services, rural (% of rural population)",Ecuador,87.8728298730994,2021
"People using at least basic drinking water services, rural (% of rural population)",Egypt,98.3792867223723,2021
"People using at least basic drinking water services, rural (% of rural population)",El Salvador,93.9985809162638,2021
"People using at least basic drinking water services, rural (% of rural population)",Equatorial Guinea,,2021
"People using at least basic drinking water services, rural (% of rural population)",Eritrea,,2021
"People using at least basic drinking water services, rural (% of rural population)",Estonia,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Eswatini,64.3736545301818,2021
"People using at least basic drinking water services, rural (% of rural population)",Ethiopia,40.6710996724591,2021
"People using at least basic drinking water services, rural (% of rural population)",Fiji,91.0843283158504,2021
"People using at least basic drinking water services, rural (% of rural population)",Finland,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",France,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Gabon,54.0102056323844,2021
"People using at least basic drinking water services, rural (% of rural population)",Gambia,75.7531872068179,2021
"People using at least basic drinking water services, rural (% of rural population)",Georgia,88.3317945944151,2021
"People using at least basic drinking water services, rural (% of rural population)",Germany,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Ghana,73.2096651309442,2021
"People using at least basic drinking water services, rural (% of rural population)",Gibraltar,,2021
"People using at least basic drinking water services, rural (% of rural population)",Greece,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Guatemala,90.465902375941,2021
"People using at least basic drinking water services, rural (% of rural population)",Guinea,57.8511075014239,2021
"People using at least basic drinking water services, rural (% of rural population)",Guinea-Bissau,52.5184046413103,2021
"People using at least basic drinking water services, rural (% of rural population)",Guyana,95.3635190794137,2021
"People using at least basic drinking water services, rural (% of rural population)",Haiti,42.8457000950256,2021
"People using at least basic drinking water services, rural (% of rural population)",Honduras,90.0783302111612,2021
"People using at least basic drinking water services, rural (% of rural population)",Hungary,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",Iceland,100.0,2021
"People using at least basic drinking water services, rural (% of rural population)",India,91.1594527807976,2021
